Min X value: -8373.719
Min Y value: -7.141647
Min Z value: -8273.554
Max X value: 10380.38
Max Y value: 220.334
Max Z value: 10480.55
Key: charpos in X , Y , Z , Time since start capture
1525.254 , 168.744 , 724.9751 , 68.28
1525.519 , 168.688 , 725.1151 , 68.3
1525.785 , 168.6239 , 725.2549 , 68.32
1526.05 , 168.552 , 725.3948 , 68.34
1526.315 , 168.472 , 725.5347 , 68.36
1526.581 , 168.384 , 725.6746 , 68.38
1526.846 , 168.2879 , 725.8145 , 68.4
1527.112 , 168.1839 , 725.9545 , 68.42
1527.377 , 168.0719 , 726.0944 , 68.43999
1527.642 , 167.952 , 726.2343 , 68.46
1527.908 , 167.8239 , 726.3741 , 68.48
1528.173 , 167.688 , 726.514 , 68.5
1528.438 , 167.5439 , 726.6539 , 68.52
1528.704 , 167.392 , 726.7938 , 68.54
1528.969 , 167.2319 , 726.9338 , 68.56
1529.235 , 167.064 , 727.0737 , 68.58
1529.5 , 166.888 , 727.2136 , 68.6
1529.765 , 166.7039 , 727.3535 , 68.62
1530.031 , 166.5119 , 727.4933 , 68.64
1530.296 , 166.312 , 727.6332 , 68.66
1530.562 , 166.104 , 727.7732 , 68.68
1530.827 , 165.888 , 727.9131 , 68.7
1531.092 , 165.664 , 728.053 , 68.72
1531.358 , 165.4319 , 728.1929 , 68.74
1531.623 , 165.192 , 728.3328 , 68.76
1531.888 , 164.944 , 728.4727 , 68.78
1532.154 , 164.688 , 728.6125 , 68.8
1532.419 , 164.424 , 728.7525 , 68.82
1532.685 , 164.1519 , 728.8924 , 68.84
1532.95 , 163.8719 , 729.0323 , 68.86
1533.215 , 163.584 , 729.1722 , 68.88
1533.481 , 163.2879 , 729.3121 , 68.9
1533.746 , 162.9839 , 729.452 , 68.92
1534.011 , 162.672 , 729.5919 , 68.93999
1534.277 , 162.352 , 729.7318 , 68.96
1534.542 , 162.024 , 729.8717 , 68.98
1534.808 , 161.688 , 730.0116 , 69
1535.073 , 161.3439 , 730.1515 , 69.02
1535.338 , 160.992 , 730.2914 , 69.04
1535.604 , 160.632 , 730.4313 , 69.06
1535.869 , 160.2639 , 730.5712 , 69.08
1536.135 , 159.888 , 730.7111 , 69.1
1536.4 , 159.6375 , 730.851 , 69.12
1536.665 , 159.6295 , 730.9909 , 69.14
1536.931 , 159.6135 , 731.1308 , 69.16
1537.196 , 159.5895 , 731.2707 , 69.18
1537.461 , 159.5575 , 731.4106 , 69.2
1537.727 , 159.5175 , 731.5505 , 69.22
1537.992 , 159.4695 , 731.6904 , 69.24
1538.258 , 159.4135 , 731.8303 , 69.26
1538.523 , 159.3495 , 731.9702 , 69.28
1538.788 , 159.2775 , 732.1101 , 69.3
1539.054 , 159.1975 , 732.25 , 69.32
1539.319 , 159.1095 , 732.39 , 69.34
1539.584 , 159.0135 , 732.5298 , 69.36
1539.85 , 158.9095 , 732.6697 , 69.38
1540.115 , 158.7975 , 732.8096 , 69.4
1540.381 , 158.6775 , 732.9495 , 69.42
1540.646 , 158.5495 , 733.0894 , 69.43999
1540.911 , 158.4135 , 733.2294 , 69.46
1541.177 , 158.2695 , 733.3693 , 69.48
1541.442 , 158.1175 , 733.5092 , 69.5
1541.708 , 157.9575 , 733.649 , 69.52
1541.973 , 157.7895 , 733.7889 , 69.54
1542.238 , 157.6135 , 733.9288 , 69.56
1542.504 , 157.4295 , 734.0687 , 69.58
1542.769 , 157.2375 , 734.2087 , 69.6
1543.034 , 157.0375 , 734.3486 , 69.62
1543.3 , 156.8295 , 734.4885 , 69.64
1543.565 , 156.6135 , 734.6284 , 69.66
1543.831 , 156.3895 , 734.7682 , 69.68
1544.096 , 156.1575 , 734.9081 , 69.7
1544.361 , 155.9175 , 735.0481 , 69.72
1544.627 , 155.6695 , 735.188 , 69.74
1544.892 , 155.4135 , 735.3279 , 69.76
1545.157 , 155.1495 , 735.4678 , 69.78
1545.423 , 154.8815 , 735.6077 , 69.8
1545.685 , 154.8735 , 735.7545 , 69.82
1545.946 , 154.8575 , 735.9013 , 69.84
1546.208 , 154.8335 , 736.0481 , 69.86
1546.469 , 154.8015 , 736.1949 , 69.88
1546.731 , 154.7615 , 736.3417 , 69.9
1546.993 , 154.7135 , 736.4885 , 69.92
1547.254 , 154.6575 , 736.6353 , 69.93999
1547.516 , 154.5935 , 736.7821 , 69.96
1547.778 , 154.5215 , 736.9289 , 69.98
1548.039 , 154.4415 , 737.0757 , 70
1548.301 , 154.3535 , 737.2225 , 70.02
1548.562 , 154.2575 , 737.3693 , 70.04
1548.824 , 154.1535 , 737.5161 , 70.06
1549.086 , 154.0415 , 737.6629 , 70.08
1549.347 , 153.9215 , 737.8097 , 70.1
1549.609 , 153.7935 , 737.9565 , 70.12
1549.871 , 153.6575 , 738.1033 , 70.14
1550.132 , 153.5135 , 738.2501 , 70.16
1550.394 , 153.3615 , 738.3969 , 70.18
1550.656 , 153.2015 , 738.5437 , 70.2
1550.917 , 153.0335 , 738.6905 , 70.22
1551.179 , 152.8575 , 738.8373 , 70.24
1551.44 , 152.6735 , 738.9841 , 70.26
1551.702 , 152.4815 , 739.1309 , 70.28
1551.964 , 152.2815 , 739.2777 , 70.3
1552.225 , 152.0735 , 739.4245 , 70.32
1552.487 , 151.8575 , 739.5713 , 70.34
1552.749 , 151.6335 , 739.7181 , 70.36
1553.01 , 151.4015 , 739.8649 , 70.38
1553.272 , 151.1615 , 740.0117 , 70.4
1553.533 , 150.9135 , 740.1585 , 70.42
1553.795 , 150.6575 , 740.3053 , 70.43999
1554.057 , 150.3935 , 740.4521 , 70.46
1554.318 , 150.1215 , 740.5989 , 70.48
1554.58 , 149.8415 , 740.7457 , 70.5
1554.842 , 149.5535 , 740.8925 , 70.52
1555.103 , 149.2575 , 741.0393 , 70.54
1555.365 , 148.9535 , 741.1861 , 70.56
1555.626 , 148.6415 , 741.3329 , 70.58
1555.888 , 148.3327 , 741.4797 , 70.6
1556.15 , 148.3247 , 741.6265 , 70.62
1556.411 , 148.3087 , 741.7733 , 70.64
1556.673 , 148.2847 , 741.9201 , 70.66
1556.935 , 148.2527 , 742.0669 , 70.68
1557.196 , 148.2127 , 742.2137 , 70.7
1557.458 , 148.1647 , 742.3605 , 70.72
1557.719 , 148.1087 , 742.5073 , 70.74
1557.981 , 148.0447 , 742.6541 , 70.76
1558.243 , 147.9727 , 742.8009 , 70.78
1558.504 , 147.8927 , 742.9477 , 70.8
1558.766 , 147.8047 , 743.0945 , 70.82
1559.028 , 147.7087 , 743.2413 , 70.84
1559.289 , 147.6047 , 743.3881 , 70.86
1559.551 , 147.4927 , 743.5349 , 70.88
1559.812 , 147.3727 , 743.6817 , 70.9
1560.074 , 147.2447 , 743.8286 , 70.92
1560.336 , 147.1087 , 743.9753 , 70.93999
1560.597 , 146.9647 , 744.1221 , 70.96
1560.859 , 146.8127 , 744.2689 , 70.98
1561.121 , 146.6527 , 744.4157 , 71
1561.382 , 146.4847 , 744.5625 , 71.02
1561.644 , 146.3087 , 744.7094 , 71.04
1561.906 , 146.1247 , 744.8561 , 71.06
1562.167 , 145.9327 , 745.0029 , 71.08
1562.429 , 145.7327 , 745.1497 , 71.1
1562.69 , 145.5247 , 745.2965 , 71.12
1562.952 , 145.3087 , 745.4434 , 71.14
1563.214 , 145.0847 , 745.5901 , 71.16
1563.475 , 144.8527 , 745.7369 , 71.18
1563.737 , 144.6127 , 745.8837 , 71.2
1563.999 , 144.3647 , 746.0305 , 71.22
1564.26 , 144.1087 , 746.1773 , 71.24
1564.522 , 143.8447 , 746.3242 , 71.26
1564.783 , 143.5727 , 746.4709 , 71.28
1565.045 , 143.2927 , 746.6177 , 71.3
1565.307 , 143.0047 , 746.7645 , 71.32
1565.568 , 142.7087 , 746.9113 , 71.34
1565.83 , 142.4047 , 747.0582 , 71.36
1566.092 , 142.0927 , 747.205 , 71.38
1566.353 , 141.7727 , 747.3517 , 71.4
1566.615 , 141.4447 , 747.4985 , 71.42
1566.876 , 141.1087 , 747.6453 , 71.43999
1567.138 , 140.7647 , 747.7922 , 71.46
1567.4 , 140.4127 , 747.939 , 71.48
1567.661 , 140.0527 , 748.0858 , 71.5
1567.923 , 139.6847 , 748.2325 , 71.52
1568.185 , 139.3087 , 748.3793 , 71.54
1568.446 , 138.9247 , 748.5261 , 71.56
1568.708 , 138.5327 , 748.673 , 71.58
1568.969 , 138.1327 , 748.8198 , 71.6
1569.231 , 137.7247 , 748.9666 , 71.62
1569.493 , 137.3087 , 749.1133 , 71.64
1569.754 , 136.8847 , 749.2601 , 71.66
1570.016 , 136.6042 , 749.407 , 71.68
1570.278 , 136.5962 , 749.5538 , 71.7
1570.539 , 136.5802 , 749.7006 , 71.72
1570.801 , 136.5562 , 749.8474 , 71.74
1571.062 , 136.5242 , 749.9941 , 71.76
1571.324 , 136.4842 , 750.1409 , 71.78
1571.586 , 136.4362 , 750.2878 , 71.8
1571.847 , 136.3802 , 750.4346 , 71.82
1572.109 , 136.3162 , 750.5814 , 71.84
1572.371 , 136.2442 , 750.7281 , 71.86
1572.632 , 136.1642 , 750.8749 , 71.88
1572.894 , 136.0762 , 751.0218 , 71.9
1573.156 , 136.0042 , 751.1686 , 71.92
1573.386 , 135.9962 , 751.3606 , 71.93999
1573.617 , 135.9802 , 751.5526 , 71.96
1573.847 , 135.9562 , 751.7446 , 71.98
1574.078 , 135.9242 , 751.9366 , 72
1574.308 , 135.8842 , 752.1287 , 72.02
1574.538 , 135.8362 , 752.3207 , 72.04
1574.769 , 135.7802 , 752.5127 , 72.06
1575 , 135.7162 , 752.7047 , 72.08
1575.23 , 135.6442 , 752.8967 , 72.1
1575.46 , 135.5642 , 753.0887 , 72.12
1575.691 , 135.4762 , 753.2808 , 72.14
1575.922 , 135.3802 , 753.4728 , 72.16
1576.152 , 135.2762 , 753.6649 , 72.18
1576.382 , 135.1642 , 753.8569 , 72.2
1576.613 , 135.0442 , 754.0489 , 72.22
1576.844 , 134.9162 , 754.2409 , 72.24
1577.074 , 134.7802 , 754.4329 , 72.26
1577.304 , 134.6362 , 754.6249 , 72.28
1577.535 , 134.4842 , 754.817 , 72.3
1577.765 , 134.3242 , 755.009 , 72.32
1577.996 , 134.1562 , 755.201 , 72.34
1578.226 , 133.9802 , 755.393 , 72.36
1578.457 , 133.7962 , 755.585 , 72.38
1578.687 , 133.6042 , 755.777 , 72.4
1578.918 , 133.4042 , 755.9691 , 72.42
1579.148 , 133.1962 , 756.1611 , 72.43999
1579.379 , 132.9802 , 756.3531 , 72.46
1579.609 , 132.7562 , 756.5452 , 72.48
1579.84 , 132.5753 , 756.7372 , 72.5
1580.06 , 132.5673 , 756.941 , 72.52
1580.28 , 132.5513 , 757.1448 , 72.54
1580.5 , 132.5273 , 757.3486 , 72.56
1580.72 , 132.4953 , 757.5524 , 72.58
1580.941 , 132.4553 , 757.7563 , 72.6
1581.161 , 132.4073 , 757.9601 , 72.62
1581.381 , 132.3513 , 758.1639 , 72.64
1581.601 , 132.2873 , 758.3677 , 72.66
1581.821 , 132.2153 , 758.5715 , 72.68
1582.041 , 132.1353 , 758.7754 , 72.7
1582.261 , 132.0473 , 758.9792 , 72.72
1582.481 , 131.9513 , 759.183 , 72.74
1582.702 , 131.8473 , 759.3868 , 72.76
1582.922 , 131.7353 , 759.5906 , 72.78
1583.142 , 131.6153 , 759.7945 , 72.8
1583.362 , 131.4873 , 759.9983 , 72.82
1583.582 , 131.3513 , 760.2021 , 72.84
1583.802 , 131.2073 , 760.4059 , 72.86
1584.022 , 131.0553 , 760.6097 , 72.88
1584.242 , 130.8953 , 760.8136 , 72.9
1584.463 , 130.7518 , 761.0174 , 72.92
1584.677 , 130.7438 , 761.2269 , 72.93999
1584.892 , 130.7278 , 761.4364 , 72.96
1585.107 , 130.7038 , 761.6459 , 72.98
1585.322 , 130.6718 , 761.8555 , 73
1585.536 , 130.6494 , 762.0649 , 73.02
1585.751 , 130.7097 , 762.2745 , 73.04
1585.966 , 130.7944 , 762.484 , 73.06
1586.18 , 130.8793 , 762.6935 , 73.08
1586.395 , 130.964 , 762.903 , 73.1
1586.61 , 131.0488 , 763.1125 , 73.12
1586.825 , 131.1336 , 763.322 , 73.14
1587.039 , 131.2183 , 763.5316 , 73.16
1587.254 , 131.3031 , 763.7411 , 73.18
1587.469 , 131.3879 , 763.9506 , 73.2
1587.683 , 131.4727 , 764.1601 , 73.22
1587.901 , 131.56 , 764.3668 , 73.24
1588.124 , 131.6518 , 764.5677 , 73.26
1588.357 , 131.753 , 764.7567 , 73.28
1588.597 , 131.8609 , 764.9364 , 73.3
1588.837 , 131.9689 , 765.1161 , 73.32
1589.077 , 132.0764 , 765.2958 , 73.34
1589.318 , 132.1838 , 765.4755 , 73.36
1589.571 , 132.298 , 765.6357 , 73.38
1589.835 , 132.3981 , 765.7791 , 73.4
1590.107 , 132.488 , 765.905 , 73.42
1590.384 , 132.5562 , 766.02 , 73.43999
1590.661 , 132.6177 , 766.135 , 73.46
1590.938 , 132.6793 , 766.2501 , 73.48
1591.217 , 132.744 , 766.3614 , 73.5
1591.495 , 132.8088 , 766.4728 , 73.52
1591.778 , 132.8832 , 766.5732 , 73.54
1592.061 , 132.9577 , 766.6736 , 73.56
1592.343 , 133.0321 , 766.7739 , 73.58
1592.626 , 133.1066 , 766.8743 , 73.6
1592.909 , 133.181 , 766.9747 , 73.62
1593.192 , 133.2554 , 767.0751 , 73.64
1593.474 , 133.3298 , 767.1755 , 73.66
1593.757 , 133.332 , 767.2758 , 73.68
1594.04 , 133.324 , 767.3762 , 73.7
1594.322 , 133.308 , 767.4766 , 73.72
1594.605 , 133.284 , 767.577 , 73.74
1594.888 , 133.252 , 767.6773 , 73.76
1595.171 , 133.212 , 767.7777 , 73.78
1595.453 , 133.164 , 767.8781 , 73.8
1595.736 , 133.108 , 767.9785 , 73.82
1596.019 , 133.044 , 768.0788 , 73.84
1596.301 , 132.972 , 768.1792 , 73.86
1596.584 , 132.892 , 768.2795 , 73.88
1596.867 , 132.804 , 768.3799 , 73.9
1597.15 , 132.708 , 768.4803 , 73.92
1597.432 , 132.604 , 768.5807 , 73.93999
1597.715 , 132.492 , 768.681 , 73.96
1597.998 , 132.372 , 768.7814 , 73.98
1598.28 , 132.244 , 768.8818 , 74
1598.563 , 132.108 , 768.9822 , 74.02
1598.846 , 131.964 , 769.0826 , 74.04
1599.128 , 131.812 , 769.1829 , 74.06
1599.411 , 131.652 , 769.2833 , 74.08
1599.694 , 131.484 , 769.3837 , 74.1
1599.977 , 131.308 , 769.4841 , 74.12
1600.259 , 131.124 , 769.5844 , 74.14
1600.542 , 130.932 , 769.6848 , 74.16
1600.825 , 130.732 , 769.7852 , 74.18
1601.107 , 130.524 , 769.8856 , 74.2
1601.39 , 130.308 , 769.9859 , 74.22
1601.673 , 130.084 , 770.0863 , 74.24
1601.956 , 129.852 , 770.1866 , 74.26
1602.238 , 129.612 , 770.287 , 74.28
1602.521 , 129.364 , 770.3874 , 74.3
1602.804 , 129.108 , 770.4878 , 74.32
1603.086 , 128.844 , 770.5881 , 74.34
1603.369 , 128.572 , 770.6885 , 74.36
1603.652 , 128.292 , 770.7889 , 74.38
1603.935 , 128.004 , 770.8893 , 74.4
1604.217 , 127.708 , 770.9896 , 74.42
1604.5 , 127.404 , 771.09 , 74.43999
1604.783 , 127.092 , 771.1904 , 74.46
1605.065 , 126.772 , 771.2908 , 74.48
1605.348 , 126.444 , 771.3912 , 74.5
1605.631 , 126.108 , 771.4915 , 74.52
1605.914 , 125.764 , 771.5919 , 74.54
1606.196 , 125.412 , 771.6923 , 74.56
1606.479 , 125.052 , 771.7927 , 74.58
1606.762 , 124.684 , 771.893 , 74.6
1607.044 , 124.308 , 771.9934 , 74.62
1607.327 , 123.924 , 772.0938 , 74.64
1607.61 , 123.532 , 772.1942 , 74.66
1607.892 , 123.132 , 772.2945 , 74.68
1608.175 , 122.7562 , 772.3949 , 74.7
1608.475 , 122.7482 , 772.4069 , 74.72
1608.775 , 122.7322 , 772.4189 , 74.74
1609.074 , 122.7082 , 772.431 , 74.76
1609.374 , 122.6762 , 772.443 , 74.78
1609.674 , 122.6362 , 772.455 , 74.8
1609.974 , 122.5882 , 772.467 , 74.82
1610.274 , 122.5322 , 772.4791 , 74.84
1610.573 , 122.4682 , 772.4911 , 74.86
1610.873 , 122.3962 , 772.5031 , 74.88
1611.173 , 122.3162 , 772.5151 , 74.9
1611.473 , 122.2282 , 772.5272 , 74.92
1611.772 , 122.1322 , 772.5392 , 74.93999
1612.072 , 122.0282 , 772.5512 , 74.96
1612.372 , 121.9162 , 772.5632 , 74.98
1612.672 , 121.7962 , 772.5753 , 75
1612.971 , 121.6682 , 772.5873 , 75.02
1613.271 , 121.5322 , 772.5993 , 75.04
1613.571 , 121.3882 , 772.6113 , 75.06
1613.871 , 121.2362 , 772.6234 , 75.08
1614.17 , 121.0762 , 772.6354 , 75.1
1614.47 , 120.9082 , 772.6474 , 75.12
1614.77 , 120.7322 , 772.6594 , 75.14
1615.07 , 120.5482 , 772.6714 , 75.16
1615.369 , 120.3562 , 772.6835 , 75.18
1615.669 , 120.1562 , 772.6955 , 75.2
1615.969 , 119.9482 , 772.7075 , 75.22
1616.269 , 119.7322 , 772.7195 , 75.24
1616.568 , 119.5082 , 772.7316 , 75.25999
1616.868 , 119.2762 , 772.7436 , 75.28
1617.168 , 119.0362 , 772.7556 , 75.3
1617.468 , 118.7882 , 772.7676 , 75.32
1617.767 , 118.5322 , 772.7797 , 75.34
1618.067 , 118.2682 , 772.7917 , 75.36
1618.367 , 117.9962 , 772.8037 , 75.38
1618.667 , 117.7162 , 772.8157 , 75.4
1618.967 , 117.4282 , 772.8278 , 75.42
1619.266 , 117.1322 , 772.8398 , 75.43999
1619.566 , 116.8282 , 772.8518 , 75.46
1619.866 , 116.5162 , 772.8638 , 75.48
1620.166 , 116.1962 , 772.8759 , 75.5
1620.465 , 115.8682 , 772.8879 , 75.52
1620.765 , 115.5322 , 772.8999 , 75.54
1621.065 , 115.1882 , 772.9119 , 75.56
1621.365 , 114.8362 , 772.924 , 75.58
1621.664 , 114.4762 , 772.936 , 75.6
1621.964 , 114.1082 , 772.948 , 75.62
1622.264 , 113.7322 , 772.96 , 75.64
1622.564 , 113.3482 , 772.972 , 75.66
1622.863 , 112.9562 , 772.9841 , 75.68
1623.163 , 112.5562 , 772.9961 , 75.7
1623.463 , 112.1482 , 773.0081 , 75.72
1623.763 , 111.7322 , 773.0201 , 75.74
1624.062 , 111.4521 , 773.0322 , 75.75999
1624.362 , 111.4441 , 773.0206 , 75.78
1624.662 , 111.4281 , 773.0091 , 75.8
1624.962 , 111.4041 , 772.9976 , 75.82
1625.262 , 111.3721 , 772.986 , 75.84
1625.561 , 111.3321 , 772.9745 , 75.86
1625.861 , 111.2841 , 772.963 , 75.88
1626.161 , 111.2281 , 772.9514 , 75.9
1626.461 , 111.1641 , 772.9399 , 75.92
1626.76 , 111.0921 , 772.9283 , 75.93999
1627.06 , 111.0121 , 772.9168 , 75.96
1627.36 , 110.9241 , 772.9053 , 75.98
1627.66 , 110.8281 , 772.8937 , 76
1627.96 , 110.7241 , 772.8822 , 76.02
1628.259 , 110.6121 , 772.8707 , 76.04
1628.559 , 110.4921 , 772.8591 , 76.06
1628.859 , 110.3642 , 772.8476 , 76.08
1629.159 , 110.2281 , 772.8361 , 76.1
1629.458 , 110.0841 , 772.8246 , 76.12
1629.758 , 109.9321 , 772.813 , 76.14
1630.058 , 109.7721 , 772.8015 , 76.16
1630.358 , 109.6041 , 772.79 , 76.18
1630.658 , 109.4281 , 772.7784 , 76.2
1630.957 , 109.2441 , 772.7669 , 76.22
1631.257 , 109.0521 , 772.7554 , 76.24
1631.557 , 108.8522 , 772.7438 , 76.25999
1631.857 , 108.6442 , 772.7323 , 76.28
1632.156 , 108.4281 , 772.7208 , 76.3
1632.456 , 108.2041 , 772.7092 , 76.32
1632.756 , 107.9721 , 772.6977 , 76.34
1633.056 , 107.7321 , 772.6862 , 76.36
1633.356 , 107.4841 , 772.6746 , 76.38
1633.655 , 107.2281 , 772.6631 , 76.4
1633.955 , 106.9641 , 772.6516 , 76.42
1634.255 , 106.6921 , 772.64 , 76.43999
1634.555 , 106.4121 , 772.6285 , 76.46
1634.854 , 106.1241 , 772.617 , 76.48
1635.154 , 105.8281 , 772.6055 , 76.5
1635.454 , 105.5241 , 772.5939 , 76.52
1635.754 , 105.2122 , 772.5824 , 76.54
1636.054 , 104.8922 , 772.5709 , 76.56
1636.353 , 104.5641 , 772.5593 , 76.58
1636.653 , 104.2281 , 772.5478 , 76.6
1636.953 , 103.8841 , 772.5363 , 76.62
1637.253 , 103.5322 , 772.5247 , 76.64
1637.552 , 103.1722 , 772.5132 , 76.66
1637.852 , 102.8041 , 772.5016 , 76.68
1638.152 , 102.4281 , 772.4901 , 76.7
1638.452 , 102.0442 , 772.4786 , 76.72
1638.752 , 101.6522 , 772.467 , 76.74
1639.051 , 101.2522 , 772.4555 , 76.75999
1639.351 , 100.8441 , 772.444 , 76.78
1639.651 , 100.4282 , 772.4324 , 76.8
1639.951 , 100.0042 , 772.421 , 76.82
1640.25 , 99.57215 , 772.4094 , 76.84
1640.55 , 99.13215 , 772.3979 , 76.86
1640.85 , 98.68415 , 772.3864 , 76.88
1641.15 , 98.22815 , 772.3748 , 76.9
1641.45 , 97.76415 , 772.3633 , 76.92
1641.749 , 97.29215 , 772.3517 , 76.93999
1642.049 , 96.81215 , 772.3402 , 76.96
1642.349 , 96.42542 , 772.3287 , 76.98
1642.646 , 96.41743 , 772.2897 , 77
1642.944 , 96.40142 , 772.2509 , 77.02
1643.241 , 96.37743 , 772.2119 , 77.04
1643.539 , 96.34542 , 772.173 , 77.06
1643.836 , 96.30543 , 772.1341 , 77.08
1644.134 , 96.25742 , 772.0952 , 77.1
1644.431 , 96.20142 , 772.0563 , 77.12
1644.729 , 96.13742 , 772.0173 , 77.14
1645.026 , 96.06542 , 771.9785 , 77.16
1645.324 , 95.98543 , 771.9395 , 77.18
1645.621 , 95.89742 , 771.9006 , 77.2
1645.918 , 95.80142 , 771.8617 , 77.22
1646.216 , 95.69743 , 771.8228 , 77.24
1646.513 , 95.58543 , 771.7839 , 77.25999
1646.811 , 95.46542 , 771.7449 , 77.28
1647.108 , 95.33743 , 771.7061 , 77.3
1647.406 , 95.20142 , 771.6671 , 77.32
1647.703 , 95.05743 , 771.6282 , 77.34
1648.001 , 94.90543 , 771.5893 , 77.36
1648.298 , 94.74542 , 771.5504 , 77.38
1648.596 , 94.57742 , 771.5115 , 77.4
1648.893 , 94.40142 , 771.4725 , 77.42
1649.191 , 94.21742 , 771.4337 , 77.43999
1649.488 , 94.02542 , 771.3947 , 77.46
1649.786 , 93.82542 , 771.3558 , 77.48
1650.083 , 93.61742 , 771.3169 , 77.5
1650.38 , 93.40142 , 771.278 , 77.52
1650.678 , 93.17742 , 771.2391 , 77.54
1650.975 , 92.94543 , 771.2002 , 77.56
1651.273 , 92.70542 , 771.1613 , 77.58
1651.57 , 92.45743 , 771.1223 , 77.6
1651.868 , 92.20142 , 771.0834 , 77.62
1652.165 , 91.93742 , 771.0445 , 77.64
1652.463 , 91.66543 , 771.0056 , 77.66
1652.76 , 91.38542 , 770.9667 , 77.68
1653.058 , 91.09743 , 770.9278 , 77.7
1653.355 , 90.80142 , 770.8889 , 77.72
1653.653 , 90.49743 , 770.8499 , 77.74
1653.95 , 90.18542 , 770.811 , 77.75999
1654.248 , 89.86543 , 770.7721 , 77.78
1654.545 , 89.53742 , 770.7332 , 77.8
1654.842 , 89.20142 , 770.6943 , 77.82
1655.14 , 88.85743 , 770.6554 , 77.84
1655.437 , 88.50542 , 770.6165 , 77.86
1655.735 , 88.14542 , 770.5775 , 77.88
1656.032 , 87.77743 , 770.5386 , 77.9
1656.33 , 87.40143 , 770.4997 , 77.92
1656.627 , 87.01743 , 770.4608 , 77.93999
1656.925 , 86.62543 , 770.4219 , 77.96
1657.222 , 86.22543 , 770.383 , 77.98
1657.52 , 85.81743 , 770.3441 , 78
1657.817 , 85.40143 , 770.3051 , 78.02
1658.115 , 84.97742 , 770.2662 , 78.04
1658.412 , 84.54543 , 770.2273 , 78.06
1658.709 , 84.40655 , 770.1884 , 78.08
1658.486 , 84.39855 , 770.389 , 78.1
1658.263 , 84.3886 , 770.5895 , 78.12
1658.04 , 84.3806 , 770.7901 , 78.14
1657.817 , 84.37074 , 770.9906 , 78.16
1657.594 , 84.36274 , 771.1912 , 78.18
1657.371 , 84.34674 , 771.3917 , 78.2
1657.148 , 84.32322 , 771.5923 , 78.22
1656.925 , 84.31522 , 771.7928 , 78.24
1656.702 , 84.29922 , 771.9934 , 78.25999
1656.478 , 84.27522 , 772.194 , 78.28
1656.255 , 84.26138 , 772.3945 , 78.3
1655.997 , 84.29481 , 772.5477 , 78.32
1655.716 , 84.36903 , 772.6513 , 78.34
1655.416 , 84.53214 , 772.6667 , 78.36
1655.169 , 84.77011 , 772.4966 , 78.38
1654.966 , 84.99571 , 772.2762 , 78.4
1654.78 , 85.21437 , 772.0404 , 78.42
1654.595 , 85.433 , 771.8047 , 78.43999
1654.409 , 85.65166 , 771.5689 , 78.46
1654.224 , 85.87431 , 771.3332 , 78.48
1654.038 , 86.10427 , 771.0974 , 78.5
1653.852 , 86.3342 , 770.8617 , 78.52
1653.667 , 86.56416 , 770.6259 , 78.54
1653.481 , 86.79402 , 770.3902 , 78.56
1653.296 , 87.02399 , 770.1544 , 78.58
1653.11 , 87.25391 , 769.9187 , 78.6
1652.925 , 87.48231 , 769.6829 , 78.62
1652.739 , 87.71002 , 769.4472 , 78.64
1652.554 , 87.95134 , 769.2114 , 78.66
1652.368 , 88.20863 , 768.9757 , 78.68
1652.183 , 88.46592 , 768.74 , 78.7
1652.006 , 88.72135 , 768.4971 , 78.72
1651.91 , 88.94965 , 768.213 , 78.74
1651.864 , 89.15324 , 767.9166 , 78.75999
1651.919 , 89.29078 , 767.6217 , 78.78
1652.011 , 89.39828 , 767.3364 , 78.8
1652.134 , 89.48032 , 767.0625 , 78.82
1652.256 , 89.56231 , 766.7885 , 78.84
1652.396 , 89.62798 , 766.5231 , 78.86
1652.543 , 89.68707 , 766.2615 , 78.88
1652.7 , 89.76331 , 766.0059 , 78.9
1652.87 , 89.89514 , 765.7587 , 78.92
1653.103 , 89.96182 , 765.5701 , 78.93999
1653.369 , 89.98058 , 765.4307 , 78.96
1653.643 , 89.98312 , 765.3088 , 78.98
1653.931 , 89.97512 , 765.2239 , 79
1654.218 , 89.95912 , 765.1389 , 79.02
1654.506 , 89.93512 , 765.054 , 79.04
1654.794 , 89.90312 , 764.969 , 79.06
1655.081 , 89.86312 , 764.884 , 79.08
1655.369 , 89.81512 , 764.7991 , 79.1
1655.657 , 89.77387 , 764.7141 , 79.12
1655.956 , 89.76587 , 764.7379 , 79.14
1656.255 , 89.74987 , 764.7617 , 79.16
1656.554 , 89.72588 , 764.7855 , 79.18
1656.853 , 89.69387 , 764.8092 , 79.2
1657.152 , 89.65387 , 764.833 , 79.22
1657.451 , 89.60587 , 764.8568 , 79.24
1657.75 , 89.54987 , 764.8806 , 79.25999
1658.049 , 89.48587 , 764.9044 , 79.28
1658.348 , 89.41387 , 764.9282 , 79.3
1658.647 , 89.33387 , 764.9519 , 79.32
1658.946 , 89.24587 , 764.9757 , 79.34
1659.245 , 89.14987 , 764.9995 , 79.36
1659.545 , 89.04588 , 765.0233 , 79.38
1659.844 , 88.93387 , 765.0471 , 79.4
1660.143 , 88.81387 , 765.0708 , 79.42
1660.442 , 88.68587 , 765.0946 , 79.43999
1660.741 , 88.54987 , 765.1184 , 79.46
1661.04 , 88.40587 , 765.1422 , 79.48
